MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Luftfeuchtigkeit,Mittlere relative Luftfeuchtigkeit,2000,200011,83,,-5.68,,76
Luftfeuchtigkeit,Mittlere relative Luftfeuchtigkeit,2000,200012,87,,4.82,,77
Lufttemperatur,Höchste Lufttemperatur,2021,202101,,14.5,,,
Lufttemperatur,Höchste Lufttemperatur,2021,202102,,17.2,,,
Lufttemperatur,Höchste Lufttemperatur,2021,202103,,19.4,,,
Lufttemperatur,Höchste Lufttemperatur,2021,202104,,25.2,,,
Lufttemperatur,Höchste Lufttemperatur,2021,202105,,26.4,,,
Lufttemperatur,Höchste Lufttemperatur,2021,202106,,29.2,,,
Lufttemperatur,Höchste Lufttemperatur,2021,202107,,32.7,,,
Lufttemperatur,Höchste Lufttemperatur,2021,202108,,34.2,,,
Lufttemperatur,Höchste Lufttemperatur,2021,202109,,28.9,,,
Lufttemperatur,Höchste Lufttemperatur,2021,202110,,22.1,,,
Lufttemperatur,Höchste Lufttemperatur,2021,202111,,21.5,,,
Lufttemperatur,Höchste Lufttemperatur,2021,202112,,,,,
Lufttemperatur,Höchste Lufttemperatur,2020,202001,14.5,8.3,,,24
Lufttemperatur,Höchste Lufttemperatur,2020,202002,17.2,18.1,,,24
Lufttemperatur,Höchste Lufttemperatur,2020,202003,19.4,19.3,,,24
Lufttemperatur,Höchste Lufttemperatur,2020,202004,25.2,28.1,,,24
Lufttemperatur,Höchste Lufttemperatur,2020,202005,26.4,23.1,,,24
Lufttemperatur,Höchste Lufttemperatur,2020,202006,29.2,35.2,,,24
Lufttemperatur,Höchste Lufttemperatur,2020,202007,32.7,35.3,,,24
Lufttemperatur,Höchste Lufttemperatur,2020,202008,34.2,33.2,,,24
Lufttemperatur,Höchste Lufttemperatur,2020,202009,28.9,27,,,24
Lufttemperatur,Höchste Lufttemperatur,2020,202010,22.1,24.5,,,24
Lufttemperatur,Höchste Lufttemperatur,2020,202011,21.5,18.1,,,24
Lufttemperatur,Höchste Lufttemperatur,2020,202012,,16.1,,,
Lufttemperatur,Höchste Lufttemperatur,2019,201901,8.3,15.2,,,23
Lufttemperatur,Höchste Lufttemperatur,2019,201902,18.1,7.9,,,24
Lufttemperatur,Höchste Lufttemperatur,2019,201903,19.3,17,,,24
Lufttemperatur,Höchste Lufttemperatur,2019,201904,28.1,27.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2019,201905,23.1,29,,,24
Lufttemperatur,Höchste Lufttemperatur,2019,201906,35.2,29.7,,,24
Lufttemperatur,Höchste Lufttemperatur,2019,201907,35.3,33.7,,,24
Lufttemperatur,Höchste Lufttemperatur,2019,201908,33.2,35.1,,,24
Lufttemperatur,Höchste Lufttemperatur,2019,201909,27,29.3,,,24
Lufttemperatur,Höchste Lufttemperatur,2019,201910,24.5,25.1,,,24
Lufttemperatur,Höchste Lufttemperatur,2019,201911,18.1,21.2,,,24
Lufttemperatur,Höchste Lufttemperatur,2019,201912,16.1,14.3,,,24
Lufttemperatur,Höchste Lufttemperatur,2018,201801,15.2,8.7,,,24
Lufttemperatur,Höchste Lufttemperatur,2018,201802,7.9,19,,,24
Lufttemperatur,Höchste Lufttemperatur,2018,201803,17,23.9,,,23
Lufttemperatur,Höchste Lufttemperatur,2018,201804,27.8,23.5,,,23
Lufttemperatur,Höchste Lufttemperatur,2018,201805,29,31.2,,,23
Lufttemperatur,Höchste Lufttemperatur,2018,201806,29.7,33.5,,,23
Lufttemperatur,Höchste Lufttemperatur,2018,201807,33.7,33,,,23
Lufttemperatur,Höchste Lufttemperatur,2018,201808,35.1,35.8,,,23
Lufttemperatur,Höchste Lufttemperatur,2018,201809,29.3,22.3,,,23
Lufttemperatur,Höchste Lufttemperatur,2018,201810,25.1,25.2,,,23
Lufttemperatur,Höchste Lufttemperatur,2018,201811,21.2,17.7,,,24
Lufttemperatur,Höchste Lufttemperatur,2018,201812,14.3,13.5,,,24
Lufttemperatur,Höchste Lufttemperatur,2017,201701,8.7,15.4,,,24
Lufttemperatur,Höchste Lufttemperatur,2017,201702,19,18.1,,,24
Lufttemperatur,Höchste Lufttemperatur,2017,201703,23.9,23.7,,,24
Lufttemperatur,Höchste Lufttemperatur,2017,201704,23.5,23.7,,,24
Lufttemperatur,Höchste Lufttemperatur,2017,201705,31.2,28.7,,,24
Lufttemperatur,Höchste Lufttemperatur,2017,201706,33.5,31.9,,,24
Lufttemperatur,Höchste Lufttemperatur,2017,201707,33,33.2,,,24
Lufttemperatur,Höchste Lufttemperatur,2017,201708,35.8,31.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2017,201709,22.3,29.4,,,24
Lufttemperatur,Höchste Lufttemperatur,2017,201710,25.2,22.9,,,24
Lufttemperatur,Höchste Lufttemperatur,2017,201711,17.7,18.9,,,24
Lufttemperatur,Höchste Lufttemperatur,2017,201712,13.5,13,,,24
Lufttemperatur,Höchste Lufttemperatur,2016,201601,15.4,16.3,,,24
Lufttemperatur,Höchste Lufttemperatur,2016,201602,18.1,13.8,,,25
Lufttemperatur,Höchste Lufttemperatur,2016,201603,23.7,17.9,,,25
Lufttemperatur,Höchste Lufttemperatur,2016,201604,23.7,23.9,,,25
Lufttemperatur,Höchste Lufttemperatur,2016,201605,28.7,28.5,,,25
Lufttemperatur,Höchste Lufttemperatur,2016,201606,31.9,30.9,,,25
Lufttemperatur,Höchste Lufttemperatur,2016,201607,33.2,36.9,,,25
Lufttemperatur,Höchste Lufttemperatur,2016,201608,31.8,36.5,,,25
Lufttemperatur,Höchste Lufttemperatur,2016,201609,29.4,31.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2016,201610,22.9,23.3,,,24
Lufttemperatur,Höchste Lufttemperatur,2016,201611,18.9,19.6,,,24
Lufttemperatur,Höchste Lufttemperatur,2016,201612,13,14.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2015,201501,16.3,16.5,,,25
Lufttemperatur,Höchste Lufttemperatur,2015,201502,13.8,19.4,,,25
Lufttemperatur,Höchste Lufttemperatur,2015,201503,17.9,22,,,24
Lufttemperatur,Höchste Lufttemperatur,2015,201504,23.9,22.3,,,24
Lufttemperatur,Höchste Lufttemperatur,2015,201505,28.5,30.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2015,201506,30.9,33.9,,,24
Lufttemperatur,Höchste Lufttemperatur,2015,201507,36.9,33.6,,,24
Lufttemperatur,Höchste Lufttemperatur,2015,201508,36.5,30.7,,,25
Lufttemperatur,Höchste Lufttemperatur,2015,201509,31.8,26.9,,,25
Lufttemperatur,Höchste Lufttemperatur,2015,201510,23.3,27,,,25
Lufttemperatur,Höchste Lufttemperatur,2015,201511,19.6,22.9,,,24
Lufttemperatur,Höchste Lufttemperatur,2015,201512,14.8,14.2,,,25
Lufttemperatur,Höchste Lufttemperatur,2014,201401,16.5,15,,,24
Lufttemperatur,Höchste Lufttemperatur,2014,201402,19.4,8.1,,,25
Lufttemperatur,Höchste Lufttemperatur,2014,201403,22,16.7,,,25
Lufttemperatur,Höchste Lufttemperatur,2014,201404,22.3,25.1,,,25
Lufttemperatur,Höchste Lufttemperatur,2014,201405,30.8,25.3,,,26
Lufttemperatur,Höchste Lufttemperatur,2014,201406,33.9,35.2,,,25
Lufttemperatur,Höchste Lufttemperatur,2014,201407,33.6,36.9,,,25
Lufttemperatur,Höchste Lufttemperatur,2014,201408,30.7,35.2,,,25
Lufttemperatur,Höchste Lufttemperatur,2014,201409,26.9,28.1,,,25
Lufttemperatur,Höchste Lufttemperatur,2014,201410,27,24.1,,,25
Lufttemperatur,Höchste Lufttemperatur,2014,201411,22.9,19.3,,,25
Lufttemperatur,Höchste Lufttemperatur,2014,201412,14.2,16.7,,,25
Lufttemperatur,Höchste Lufttemperatur,2013,201301,15,12,,,25
Lufttemperatur,Höchste Lufttemperatur,2013,201302,8.1,13.4,,,25
Lufttemperatur,Höchste Lufttemperatur,2013,201303,16.7,21.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2013,201304,25.1,32.2,,,24
Lufttemperatur,Höchste Lufttemperatur,2013,201305,25.3,31.2,,,23
Lufttemperatur,Höchste Lufttemperatur,2013,201306,35.2,32.5,,,23
Lufttemperatur,Höchste Lufttemperatur,2013,201307,36.9,33.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2013,201308,35.2,34.7,,,24
Lufttemperatur,Höchste Lufttemperatur,2013,201309,28.1,27.9,,,24
Lufttemperatur,Höchste Lufttemperatur,2013,201310,24.1,24,,,24
Lufttemperatur,Höchste Lufttemperatur,2013,201311,19.3,18.9,,,24
Lufttemperatur,Höchste Lufttemperatur,2013,201312,16.7,16.3,,,24
Lufttemperatur,Höchste Lufttemperatur,2012,201201,12,14.5,,,24
Lufttemperatur,Höchste Lufttemperatur,2012,201202,13.4,16.6,,,23
Lufttemperatur,Höchste Lufttemperatur,2012,201203,21.8,18.9,,,24
Lufttemperatur,Höchste Lufttemperatur,2012,201204,32.2,25.2,,,24
Lufttemperatur,Höchste Lufttemperatur,2012,201205,31.2,28.4,,,24
Lufttemperatur,Höchste Lufttemperatur,2012,201206,32.5,30.2,,,25
Lufttemperatur,Höchste Lufttemperatur,2012,201207,33.8,29.3,,,25
Lufttemperatur,Höchste Lufttemperatur,2012,201208,34.7,35.8,,,25
Lufttemperatur,Höchste Lufttemperatur,2012,201209,27.9,30.2,,,25
Lufttemperatur,Höchste Lufttemperatur,2012,201210,24,23.7,,,25
Lufttemperatur,Höchste Lufttemperatur,2012,201211,18.9,17.4,,,25
Lufttemperatur,Höchste Lufttemperatur,2012,201212,16.3,16.6,,,25
Lufttemperatur,Höchste Lufttemperatur,2011,201101,14.5,6.7,,,24
Lufttemperatur,Höchste Lufttemperatur,2011,201102,16.6,13.9,,,24
Lufttemperatur,Höchste Lufttemperatur,2011,201103,18.9,24,,,24
Lufttemperatur,Höchste Lufttemperatur,2011,201104,25.2,26.6,,,23
Lufttemperatur,Höchste Lufttemperatur,2011,201105,28.4,26.9,,,24
Lufttemperatur,Höchste Lufttemperatur,2011,201106,30.2,33.5,,,23
Lufttemperatur,Höchste Lufttemperatur,2011,201107,29.3,33.7,,,23
Lufttemperatur,Höchste Lufttemperatur,2011,201108,35.8,31.2,,,23
Lufttemperatur,Höchste Lufttemperatur,2011,201109,30.2,25,,,24
Lufttemperatur,Höchste Lufttemperatur,2011,201110,23.7,22.2,,,24
Lufttemperatur,Höchste Lufttemperatur,2011,201111,17.4,18.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2011,201112,16.6,15.4,,,24
Lufttemperatur,Höchste Lufttemperatur,2010,201001,6.7,8,,,23
Lufttemperatur,Höchste Lufttemperatur,2010,201002,13.9,11.8,,,23
Lufttemperatur,Höchste Lufttemperatur,2010,201003,24,13.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2010,201004,26.6,23.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2010,201005,26.9,30.5,,,24
Lufttemperatur,Höchste Lufttemperatur,2010,201006,33.5,29.3,,,24
Lufttemperatur,Höchste Lufttemperatur,2010,201007,33.7,35.2,,,24
Lufttemperatur,Höchste Lufttemperatur,2010,201008,31.2,32.4,,,24
Lufttemperatur,Höchste Lufttemperatur,2010,201009,25,31.7,,,23
Lufttemperatur,Höchste Lufttemperatur,2010,201010,22.2,27.2,,,23
Lufttemperatur,Höchste Lufttemperatur,2010,201011,18.8,20,,,23
Lufttemperatur,Höchste Lufttemperatur,2010,201012,15.4,12.6,,,23
Lufttemperatur,Höchste Lufttemperatur,2009,200901,8,12.9,,,24
Lufttemperatur,Höchste Lufttemperatur,2009,200902,11.8,21,,,23
Lufttemperatur,Höchste Lufttemperatur,2009,200903,13.8,21.7,,,22
Lufttemperatur,Höchste Lufttemperatur,2009,200904,23.8,22.6,,,22
Lufttemperatur,Höchste Lufttemperatur,2009,200905,30.5,31.2,,,22
Lufttemperatur,Höchste Lufttemperatur,2009,200906,29.3,32.6,,,22
Lufttemperatur,Höchste Lufttemperatur,2009,200907,35.2,32.3,,,22
Lufttemperatur,Höchste Lufttemperatur,2009,200908,32.4,33,,,22
Lufttemperatur,Höchste Lufttemperatur,2009,200909,31.7,28.8,,,22
Lufttemperatur,Höchste Lufttemperatur,2009,200910,27.2,22.7,,,23
Lufttemperatur,Höchste Lufttemperatur,2009,200911,20,19.2,,,23
Lufttemperatur,Höchste Lufttemperatur,2009,200912,12.6,9.4,,,23
Lufttemperatur,Höchste Lufttemperatur,2008,200801,12.9,15.5,,,23
Lufttemperatur,Höchste Lufttemperatur,2008,200802,21,14.8,,,23
Lufttemperatur,Höchste Lufttemperatur,2008,200803,21.7,16.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2008,200804,22.6,25.6,,,23
Lufttemperatur,Höchste Lufttemperatur,2008,200805,31.2,30.7,,,23
Lufttemperatur,Höchste Lufttemperatur,2008,200806,32.6,30.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2008,200807,32.3,35.2,,,23
Lufttemperatur,Höchste Lufttemperatur,2008,200808,33,31.1,,,24
Lufttemperatur,Höchste Lufttemperatur,2008,200809,28.8,25.3,,,24
Lufttemperatur,Höchste Lufttemperatur,2008,200810,22.7,24.3,,,24
Lufttemperatur,Höchste Lufttemperatur,2008,200811,19.2,12,,,24
Lufttemperatur,Höchste Lufttemperatur,2008,200812,9.4,13.7,,,24
Lufttemperatur,Höchste Lufttemperatur,2007,200701,15.5,5.9,,,24
Lufttemperatur,Höchste Lufttemperatur,2007,200702,14.8,10,,,24
Lufttemperatur,Höchste Lufttemperatur,2007,200703,16.8,21.1,,,24
Lufttemperatur,Höchste Lufttemperatur,2007,200704,25.6,21.4,,,24
Lufttemperatur,Höchste Lufttemperatur,2007,200705,30.7,28.7,,,24
Lufttemperatur,Höchste Lufttemperatur,2007,200706,30.8,32,,,24
Lufttemperatur,Höchste Lufttemperatur,2007,200707,35.2,34.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2007,200708,31.1,28.3,,,24
Lufttemperatur,Höchste Lufttemperatur,2007,200709,25.3,29.6,,,24
Lufttemperatur,Höchste Lufttemperatur,2007,200710,24.3,24.6,,,24
Lufttemperatur,Höchste Lufttemperatur,2007,200711,12,19.7,,,23
Lufttemperatur,Höchste Lufttemperatur,2007,200712,13.7,17,,,23
Lufttemperatur,Höchste Lufttemperatur,2006,200601,5.9,16.1,,,22
Lufttemperatur,Höchste Lufttemperatur,2006,200602,10,10.8,,,22
Lufttemperatur,Höchste Lufttemperatur,2006,200603,21.1,19.6,,,22
Lufttemperatur,Höchste Lufttemperatur,2006,200604,21.4,23.9,,,22
Lufttemperatur,Höchste Lufttemperatur,2006,200605,28.7,30.7,,,22
Lufttemperatur,Höchste Lufttemperatur,2006,200606,32,31.8,,,22
Lufttemperatur,Höchste Lufttemperatur,2006,200607,34.8,33.5,,,22
Lufttemperatur,Höchste Lufttemperatur,2006,200608,28.3,26.9,,,22
Lufttemperatur,Höchste Lufttemperatur,2006,200609,29.6,29.4,,,22
Lufttemperatur,Höchste Lufttemperatur,2006,200610,24.6,22.2,,,22
Lufttemperatur,Höchste Lufttemperatur,2006,200611,19.7,20,,,22
Lufttemperatur,Höchste Lufttemperatur,2006,200612,17,8.9,,,23
Lufttemperatur,Höchste Lufttemperatur,2005,200501,16.1,11.9,,,23
Lufttemperatur,Höchste Lufttemperatur,2005,200502,10.8,18.3,,,23
Lufttemperatur,Höchste Lufttemperatur,2005,200503,19.6,22.8,,,22
Lufttemperatur,Höchste Lufttemperatur,2005,200504,23.9,24.7,,,22
Lufttemperatur,Höchste Lufttemperatur,2005,200505,30.7,25.3,,,23
Lufttemperatur,Höchste Lufttemperatur,2005,200506,31.8,30.3,,,23
Lufttemperatur,Höchste Lufttemperatur,2005,200507,33.5,29.8,,,23
Lufttemperatur,Höchste Lufttemperatur,2005,200508,26.9,31.5,,,23
Lufttemperatur,Höchste Lufttemperatur,2005,200509,29.4,28.3,,,23
Lufttemperatur,Höchste Lufttemperatur,2005,200510,22.2,28.2,,,22
Lufttemperatur,Höchste Lufttemperatur,2005,200511,20,13.9,,,23
Lufttemperatur,Höchste Lufttemperatur,2005,200512,8.9,10.2,,,23
Lufttemperatur,Höchste Lufttemperatur,2004,200401,11.9,13.9,,,24
Lufttemperatur,Höchste Lufttemperatur,2004,200402,18.3,12.7,,,24
Lufttemperatur,Höchste Lufttemperatur,2004,200403,22.8,20.6,,,24
Lufttemperatur,Höchste Lufttemperatur,2004,200404,24.7,25,,,24
Lufttemperatur,Höchste Lufttemperatur,2004,200405,25.3,31.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2004,200406,30.3,34.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2004,200407,29.8,34.1,,,23
Lufttemperatur,Höchste Lufttemperatur,2004,200408,31.5,37,,,23
Lufttemperatur,Höchste Lufttemperatur,2004,200409,28.3,28.7,,,23
Lufttemperatur,Höchste Lufttemperatur,2004,200410,28.2,22.6,,,23
Lufttemperatur,Höchste Lufttemperatur,2004,200411,13.9,14.6,,,23
Lufttemperatur,Höchste Lufttemperatur,2004,200412,10.2,11.9,,,23
Lufttemperatur,Höchste Lufttemperatur,2003,200301,13.9,18.3,,,23
Lufttemperatur,Höchste Lufttemperatur,2003,200302,12.7,17.3,,,22
Lufttemperatur,Höchste Lufttemperatur,2003,200303,20.6,20.1,,,22
Lufttemperatur,Höchste Lufttemperatur,2003,200304,25,20.8,,,23
Lufttemperatur,Höchste Lufttemperatur,2003,200305,31.8,27.8,,,23
Lufttemperatur,Höchste Lufttemperatur,2003,200306,34.8,33.9,,,23
Lufttemperatur,Höchste Lufttemperatur,2003,200307,34.1,31.6,,,23
Lufttemperatur,Höchste Lufttemperatur,2003,200308,37,29,,,24
Lufttemperatur,Höchste Lufttemperatur,2003,200309,28.7,27.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2003,200310,22.6,22.3,,,24
Lufttemperatur,Höchste Lufttemperatur,2003,200311,14.6,15.7,,,24
Lufttemperatur,Höchste Lufttemperatur,2003,200312,11.9,13.5,,,24
Lufttemperatur,Höchste Lufttemperatur,2002,200201,18.3,10.7,,,23
Lufttemperatur,Höchste Lufttemperatur,2002,200202,17.3,18.3,,,23
Lufttemperatur,Höchste Lufttemperatur,2002,200203,20.1,18.5,,,23
Lufttemperatur,Höchste Lufttemperatur,2002,200204,20.8,26.3,,,23
Lufttemperatur,Höchste Lufttemperatur,2002,200205,27.8,27.5,,,23
Lufttemperatur,Höchste Lufttemperatur,2002,200206,33.9,30.7,,,23
Lufttemperatur,Höchste Lufttemperatur,2002,200207,31.6,31.8,,,23
Lufttemperatur,Höchste Lufttemperatur,2002,200208,29,32.1,,,23
Lufttemperatur,Höchste Lufttemperatur,2002,200209,27.8,22.9,,,23
Lufttemperatur,Höchste Lufttemperatur,2002,200210,22.3,27.8,,,23
Lufttemperatur,Höchste Lufttemperatur,2002,200211,15.7,14.1,,,23
Lufttemperatur,Höchste Lufttemperatur,2002,200212,13.5,10.6,,,23
Lufttemperatur,Höchste Lufttemperatur,2001,200101,10.7,10.5,,,24
Lufttemperatur,Höchste Lufttemperatur,2001,200102,18.3,19.6,,,24
Lufttemperatur,Höchste Lufttemperatur,2001,200103,18.5,17.2,,,24
Lufttemperatur,Höchste Lufttemperatur,2001,200104,26.3,27.5,,,24
Lufttemperatur,Höchste Lufttemperatur,2001,200105,27.5,27.8,,,24
Lufttemperatur,Höchste Lufttemperatur,2001,200106,30.7,32.1,,,24
Lufttemperatur,Höchste Lufttemperatur,2001,200107,31.8,29.1,,,24
Lufttemperatur,Höchste Lufttemperatur,2001,200108,32.1,33.5,,,24
Lufttemperatur,Höchste Lufttemperatur,2001,200109,22.9,26,,,23
Lufttemperatur,Höchste Lufttemperatur,2001,200110,27.8,25.6,,,24
Lufttemperatur,Höchste Lufttemperatur,2001,200111,14.1,20.1,,,23
Lufttemperatur,Höchste Lufttemperatur,2001,200112,10.6,16.5,,,23
Lufttemperatur,Höchste Lufttemperatur,2000,200001,10.5,,,,11
Lufttemperatur,Höchste Lufttemperatur,2000,200002,19.6,,,,15
Lufttemperatur,Höchste Lufttemperatur,2000,200003,17.2,,,,16
Lufttemperatur,Höchste Lufttemperatur,2000,200004,27.5,,,,19
Lufttemperatur,Höchste Lufttemperatur,2000,200005,27.8,,,,21
Lufttemperatur,Höchste Lufttemperatur,2000,200006,32.1,,,,22
Lufttemperatur,Höchste Lufttemperatur,2000,200007,29.1,,,,23
Lufttemperatur,Höchste Lufttemperatur,2000,200008,33.5,,,,25
Lufttemperatur,Höchste Lufttemperatur,2000,200009,26,,,,25
Lufttemperatur,Höchste Lufttemperatur,2000,200010,25.6,,,,25
Lufttemperatur,Höchste Lufttemperatur,2000,200011,20.1,,,,24
Lufttemperatur,Höchste Lufttemperatur,2000,200012,16.5,,,,24
Lufttemperatur,Mittlere Lufttemperatur,2021,202101,,3.2,,,
Lufttemperatur,Mittlere Lufttemperatur,2021,202102,,6.2,,,
Lufttemperatur,Mittlere Lufttemperatur,2021,202103,,6.1,,,
Lufttemperatur,Mittlere Lufttemperatur,2021,202104,,12.6,,,
Lufttemperatur,Mittlere Lufttemperatur,2021,202105,,12.9,,,
Lufttemperatur,Mittlere Lufttemperatur,2021,202106,,16.8,,,
Lufttemperatur,Mittlere Lufttemperatur,2021,202107,,20,,,
Lufttemperatur,Mittlere Lufttemperatur,2021,202108,,20.2,,,
Lufttemperatur,Mittlere Lufttemperatur,2021,202109,,15.8,,,
Lufttemperatur,Mittlere Lufttemperatur,2021,202110,,10,,,
Lufttemperatur,Mittlere Lufttemperatur,2021,202111,,5.9,,,
Lufttemperatur,Mittlere Lufttemperatur,2021,202112,,,,,
Lufttemperatur,Mittlere Lufttemperatur,2020,202001,3.2,0,,,11
Lufttemperatur,Mittlere Lufttemperatur,2020,202002,6.2,4,,,11
Lufttemperatur,Mittlere Lufttemperatur,2020,202003,6.1,7.5,,,11
Lufttemperatur,Mittlere Lufttemperatur,2020,202004,12.6,10.9,,,11
Lufttemperatur,Mittlere Lufttemperatur,2020,202005,12.9,11.5,,,12
Lufttemperatur,Mittlere Lufttemperatur,2020,202006,16.8,20.9,,,11
Lufttemperatur,Mittlere Lufttemperatur,2020,202007,20,20.6,,,11
Lufttemperatur,Mittlere Lufttemperatur,2020,202008,20.2,19.9,,,11
Lufttemperatur,Mittlere Lufttemperatur,2020,202009,15.8,15,,,11
Lufttemperatur,Mittlere Lufttemperatur,2020,202010,10,11.8,,,11
Lufttemperatur,Mittlere Lufttemperatur,2020,202011,5.9,5.5,,,11
Lufttemperatur,Mittlere Lufttemperatur,2020,202012,,4,,,
Lufttemperatur,Mittlere Lufttemperatur,2019,201901,0,4.8,,,11
Lufttemperatur,Mittlere Lufttemperatur,2019,201902,4,-1.8,,,11
Lufttemperatur,Mittlere Lufttemperatur,2019,201903,7.5,4,,,12
Lufttemperatur,Mittlere Lufttemperatur,2019,201904,10.9,14.7,,,11
Lufttemperatur,Mittlere Lufttemperatur,2019,201905,11.5,16.8,,,11
Lufttemperatur,Mittlere Lufttemperatur,2019,201906,20.9,18.5,,,11
Lufttemperatur,Mittlere Lufttemperatur,2019,201907,20.6,20.7,,,11
Lufttemperatur,Mittlere Lufttemperatur,2019,201908,19.9,21.5,,,11
Lufttemperatur,Mittlere Lufttemperatur,2019,201909,15,16.2,,,11
Lufttemperatur,Mittlere Lufttemperatur,2019,201910,11.8,11.5,,,11
Lufttemperatur,Mittlere Lufttemperatur,2019,201911,5.5,5.2,,,11
Lufttemperatur,Mittlere Lufttemperatur,2019,201912,4,3.6,,,11
Lufttemperatur,Mittlere Lufttemperatur,2018,201801,4.8,-3.6,,,11
Lufttemperatur,Mittlere Lufttemperatur,2018,201802,-1.8,3.9,,,11
Lufttemperatur,Mittlere Lufttemperatur,2018,201803,4,8.6,,,10
Lufttemperatur,Mittlere Lufttemperatur,2018,201804,14.7,8.4,,,11
Lufttemperatur,Mittlere Lufttemperatur,2018,201805,16.8,15.1,,,11
Lufttemperatur,Mittlere Lufttemperatur,2018,201806,18.5,20.3,,,11
Lufttemperatur,Mittlere Lufttemperatur,2018,201807,20.7,20,,,11
Lufttemperatur,Mittlere Lufttemperatur,2018,201808,21.5,20.2,,,11
Lufttemperatur,Mittlere Lufttemperatur,2018,201809,16.2,13.2,,,11
Lufttemperatur,Mittlere Lufttemperatur,2018,201810,11.5,11.6,,,11
Lufttemperatur,Mittlere Lufttemperatur,2018,201811,5.2,5.2,,,11
Lufttemperatur,Mittlere Lufttemperatur,2018,201812,3.6,2.1,,,11
Lufttemperatur,Mittlere Lufttemperatur,2017,201701,-3.6,2.7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2017,201702,3.9,4.9,,,10
Lufttemperatur,Mittlere Lufttemperatur,2017,201703,8.6,5,,,10
Lufttemperatur,Mittlere Lufttemperatur,2017,201704,8.4,9.6,,,10
Lufttemperatur,Mittlere Lufttemperatur,2017,201705,15.1,13.5,,,10
Lufttemperatur,Mittlere Lufttemperatur,2017,201706,20.3,17.5,,,10
Lufttemperatur,Mittlere Lufttemperatur,2017,201707,20,20.2,,,10
Lufttemperatur,Mittlere Lufttemperatur,2017,201708,20.2,19.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2017,201709,13.2,17.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2017,201710,11.6,9.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2017,201711,5.2,4.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2017,201712,2.1,1.5,,,10
Lufttemperatur,Mittlere Lufttemperatur,2016,201601,2.7,2.4,,,11
Lufttemperatur,Mittlere Lufttemperatur,2016,201602,4.9,-0.2,,,12
Lufttemperatur,Mittlere Lufttemperatur,2016,201603,5,6.1,,,11
Lufttemperatur,Mittlere Lufttemperatur,2016,201604,9.6,10.2,,,11
Lufttemperatur,Mittlere Lufttemperatur,2016,201605,13.5,14.2,,,11
Lufttemperatur,Mittlere Lufttemperatur,2016,201606,17.5,18.1,,,11
Lufttemperatur,Mittlere Lufttemperatur,2016,201607,20.2,22.6,,,11
Lufttemperatur,Mittlere Lufttemperatur,2016,201608,19.1,21.9,,,11
Lufttemperatur,Mittlere Lufttemperatur,2016,201609,17.1,14.2,,,11
Lufttemperatur,Mittlere Lufttemperatur,2016,201610,9.1,9,,,11
Lufttemperatur,Mittlere Lufttemperatur,2016,201611,4.8,8.4,,,11
Lufttemperatur,Mittlere Lufttemperatur,2016,201612,1.5,5.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2015,201501,2.4,3.3,,,11
Lufttemperatur,Mittlere Lufttemperatur,2015,201502,-0.2,4.9,,,11
Lufttemperatur,Mittlere Lufttemperatur,2015,201503,6.1,7.9,,,10
Lufttemperatur,Mittlere Lufttemperatur,2015,201504,10.2,11.3,,,10
Lufttemperatur,Mittlere Lufttemperatur,2015,201505,14.2,13.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2015,201506,18.1,18.3,,,10
Lufttemperatur,Mittlere Lufttemperatur,2015,201507,22.6,19.3,,,11
Lufttemperatur,Mittlere Lufttemperatur,2015,201508,21.9,17.2,,,11
Lufttemperatur,Mittlere Lufttemperatur,2015,201509,14.2,14.5,,,11
Lufttemperatur,Mittlere Lufttemperatur,2015,201510,9,12.2,,,11
Lufttemperatur,Mittlere Lufttemperatur,2015,201511,8.4,6.4,,,11
Lufttemperatur,Mittlere Lufttemperatur,2015,201512,5.8,3.7,,,11
Lufttemperatur,Mittlere Lufttemperatur,2014,201401,3.3,0.8,,,10
